Number,FirstName,LastName,Status,Height,InjuryStatus
14,Courtland,Sutton,Active,6'4",
3,Jessie,Bates III,Active,6'1",
69,Mike,McGlinchey,Active,6'8",
21,Mike,Hughes,Active,5'10",
28,Mike,Ford Jr,Active,6'0",
99,Zach,Allen,Active,6'5",
90,Da'Shawn,Hand,Active,6'3",
14,Robert,Spillane,Active,6'1",
38,Jonathan,Owens,Active,5'11",
7,Charvarius,Ward,Active,6'1",
56,Quenton,Nelson,Active,6'5",
92,Derrick,Nnadi,Active,6'1",
2,Harold,Landry III,Active,6'2",
7,Carlton,Davis III,Active,6'1",
98,Arden,Key,Active,6'5",
8,Rigoberto,Sanchez,Active,6'0",
13,Mack,Hollins,Active,6'4",
90,Grover,Stewart,Active,6'4",
81,Mo,Alie-Cox,Active,6'5",
46,Luke,Rhodes,Active,6'2",
85,Hunter,Henry,Active,6'5",
99,DeForest,Buckner,Active,6'7",
31,Kevin,Byard III,Active,5'11",
13,Laquon,Treadwell,Active,6'2",
76,Morgan,Moses,Active,6'6",
90,Christian,Barmore,Active,6'5",
75,Alijah,Vera-Tucker,Active,6'4",
97,Milton,Williams,Active,6'3",
35,K.J.,Britt,Active,6'0",
0,Cam,Bynum,Active,6'0",
65,Jimmy,Morrissey,Active,6'4",
51,James,Hudson III,Active,6'5",
38,Rhamondre,Stevenson,Active,6'0",
44,Reggie,Gilliam,Active,6'1",
28,Kindle,Vildor,Active,5'11",
71,Mike,Onwenu,Active,6'3",
51,Akeem,Davis-Gaither,Active,6'2",
49,Sean,McKeon,Active,6'5",
12,Nick,Westbrook-Ikhine,Active,6'2",
28,Jonathan,Taylor,Active,5'10",
16,Ashton,Dulin,Active,6'2",
1,A.J.,Brown,Active,6'1",
4,Easton,Stick,Active,6'1",
94,Jerry,Tillery,Active,6'6",
17,Daniel,Jones,Active,6'5",Out
5,Dre'Mont,Jones,Active,6'3",
85,Drew,Ogletree,Active,6'5",
33,Mike,Brown,Active,6'1",
67,Andrew,Rupcich,Active,6'6",
77,Ben,Brown,Active,6'5",
49,Chad,Muma,Active,6'3",
86,Will,Mallory,Active,6'4",
9,Kayshon,Boutte,Active,5'11",
53,Christian,Elliss,Active,6'2",
87,Romeo,Doubs,Active,6'2",
14,Alec,Pierce,Active,6'3",
32,TreVeyon,Henderson,Active,5'10",
72,Micheal,Clemons,Active,6'5",
42,Jesse,Luketa,Active,6'3",
25,Marcus,Jones,Active,5'8",
26,Cam,Taylor-Britt,Active,5'11",
79,Bernhard,Raimann,Active,6'6",
1,Sauce,Gardner,Active,6'3",
67,Luke,Tenuta,Active,6'8",
33,Juanyeh,Thomas,Active,6'3",
41,Brenden,Schooler,Active,6'2",
66,Josh,Sills,Active,6'6",
61,Sebastian,Gutierrez,Active,6'5",
40,Jaylon,Jones,Active,6'2",
43,Cameron,Mitchell,Active,5'11",
3,DeMario,Douglas,Active,5'8",
2,Josh,Downs,Active,5'9",
5,Anthony,Richardson Sr.,Active,6'4",
96,Colby,Wooden,Active,6'4",
0,Christian,Gonzalez,Active,6'1",
73,Blake,Freeland,Active,6'7",
98,Jeremiah,Pharms Jr.,Active,6'2",
10,Blake,Grupe,Active,5'7",
94,Cory,Durden,Active,6'4",
80,Julian,Hill,Injured Reserve,6'4",Out
29,Mekhi,Blackmon,Active,5'11",
32,Daniel,Scott,Active,6'1",
95,Adetomiwa,Adebawore,Active,6'2",
17,Bryce,Baringer,Active,6'2",
58,Austin,Ajiake,Active,6'1",
16,Tommy,DeVito,Active,6'2",
54,Otis,Reese,Active,6'3",
72,Lorenz,Metz,Active,6'9",
26,Terrell,Jennings,Active,6'0",
6,Anthony,Gould,Active,5'8",
37,Jack,Westover,Active,6'3",
60,Tanor,Bortolini,Active,6'4",
27,Marcellas,Dial Jr.,Active,6'0",
15,Riley,Leonard,Active,6'4",
97,Laiatu,Latu,Active,6'5",
91,Jaylahn,Tuimoloau,Active,6'4",
10,Drake,Maye,Active,6'4",
93,Leonard,Taylor III,Active,6'3",
74,Durell,Nchami,Active,6'4",
86,Efton,Chism III,Active,5'10",
80,Deion,Burks,Active,5'9",
18,Kyle,Williams,Active,5'11",
9,Coleman,Owen,Active,5'10",
21,DJ,Giddens,Active,6'0",
84,Tyler,Warren,Active,6'6",
68,Dalton,Tucker,Active,6'6",
24,Dell,Pettus,Active,5'11",
22,Charles,Woods,Active,5'11",
3,Spencer,Shrader,Active,6'2",Out
34,Ben,Nikkel,Active,6'1",
99,Amari,Gainer,Active,6'3",
78,Bayron,Matos,Active,6'7",
71,Matt,Goncalves,Active,6'6",
57,Jaylon,Carlies,Active,6'3",
70,Caedan,Wallace,Active,6'5",
27,Justin,Walley,Active,5'10",
30,Hunter,Wohler,Active,6'2",
36,Andy,Borregales,Active,5'11",
43,Bradyn,Swinson,Active,6'4",
4,Craig,Woodson,Active,6'0",
95,Eric,Gregory,Active,6'3",
75,Jalen,Travis,Active,6'8",
93,Tim,Smith,Active,6'4",
37,Ulysses,Bentley IV,Active,5'10",
81,CJ,Dippre,Active,6'5",
34,Lan,Larison,Active,5'11",
66,Will,Campbell,Active,6'6",
92,Joshua,Farmer,Active,6'3",
55,Jared,Wilson,Active,6'3",
83,Eli,Pancol,Active,6'3",
29,Jeremiah,Webb,Active,5'11",
23,John,Saunders Jr.,Active,6'2",
39,Brandon,Crossley,Active,5'10",
41,Trey,Washington,Active,5'10",
46,Brock,Lampe,Active,6'1",
91,Elijah,Ponder,Active,6'3",
47,Julian,Ashby,Active,6'1",
52,Marcus,Bryant,Active,6'7",
19,Kobee,Minor,Active,5'11",
63,Mehki,Butler,Active,6'3",
,Reuben,Lowery III,Inactive,5'9",
35,Johnathan,Edwards,Active,6'1",
82,Eli,Raridon,Active,6'6",
25,A.J.,Haulcy,Active,5'11",
48,Devin,Veresuk,Active,6'2",
62,Jalen,Farmer,Active,6'4",
39,Rob,Carter Jr.,Active,5'10",
30,Jam,Miller,Active,5'10",
36,Lincoln,Pare,Active,5'9",
53,CJ,Allen,Active,6'0",
74,Caleb,Lomu,Active,6'6",
76,Nolan,Rucci,Active,6'8",
45,Carson,Towt,Active,6'8",
88,Cameron,Dorner,Active,6'1",
31,Austin,Brown,Active,5'11",
96,David,Blay Jr.,Active,6'2",
47,West,Weeks,Active,6'1",
59,Khalil,Jacobs,Active,6'1",
54,Mitchell,Melton,Active,6'3",
21,Karon,Prunty,Active,6'1",
52,George,Gumbs Jr.,Active,6'4",
15,Behren,Morton,Active,6'2",
68,Dametrious,Crownover,Active,6'7",
50,Bryce,Boettcher,Active,6'1",
48,Namdi,Obiazor,Active,6'3",
45,Quintayvious,Hutchins,Active,6'3",
20,Seth,McGowan,Active,6'0",
84,Tanner,Arkin,Active,6'4",
55,Caden,Curry,Active,6'2",
64,Cameron,Ball,Active,6'3",
50,Gabe,Jacas,Active,6'4",
58,Xavier,Holmes,Active,6'2",
11,Sahmir,Hagans,Active,5'10",
63,Geno,VanDeMark,Active,6'5",
23,Nick,Degennaro,Active,6'0",
36,Kenneth,Harris,Active,6'0",
19,Jimmy,Kibble,Active,6'1",
39,Myles,Montgomery,Active,5'10",
69,JonDarius,Morgan,Active,6'3",
64,Jacob,Rizy,Active,6'5",
42,Jai'Onte',McMillan,Active,5'10",
34,Peter,Manuma,Active,6'0",
62,Travis,Shaw,Active,6'5",
61,Josh,Kreutz,Active,6'2",
42,Anderson,Castle,Active,5'11",
44,Tahj,Chambers,Active,6'2",
10,E.J.,Horton Jr.,Active,6'1",
8,Raylen,Sharpe,Active,5'9",
83,Kyle,Dixon,Active,6'2",
29,Channing,Canada,Active,5'11",
84,Malik,McClain,Active,6'4",
87,Chase,Curtis,Active,6'5",
48,Javin,Wright,Active,6'4",
73,Deshawn,McKnight,Active,6'1",
76,Paul,Rubelt,Active,6'10",
75,Courtland,Ford,Active,6'6",
53,Chase,Wilson,Active,6'1",
49,Garrison,Grimes,Active,6'2",
76,Xavier,Hill,Active,6'4",
25,Sam,Scott,Active,6'1",
69,Nathan,Voorhis,Active,6'2",
35,Ja'Qurious,Conley,Active,6'0",
81,Kenny,Fletcher Jr.,Active,6'3",
46,Caden,Fordham,Active,6'1",
96,Josiah,Green,Active,6'0",
49,Kadarius,Calloway,Active,6'0",
8,Dean,Patterson,Active,6'2",
57,Yasir,Holmes,Active,6'4",
47,Jaden,Keller,Active,6'3",
39,Jalen,Walthall,Active,6'0",
84,Bauer,Sharp,Active,6'5",
35,Caullin,Lacy,Active,5'9",
10,Cade,Klubnik,Active,6'2",
34,VJ,Payne,Active,6'3",
90,DeMonte,Capehart,Active,6'5",
58,Jack,Pyburn,Active,6'4",
72,Anez,Cooper,Active,6'5",
38,Mory,Bamba,Active,6'2",
24,Ayden,Garnes,Active,6'0",
61,Henry,Lutovsky,Active,6'6",
31,David,Bailey,Active,6'3",
83,Eric,Rivers Jr.,Active,5'10",
54,Paschal,Ekeji,Active,6'4",
17,Ted,Hurst,Active,6'3",
3,Rueben,Bain Jr.,Active,6'3",
16,Kenyon,Sadiq,Active,6'3",
83,Omar,Cooper Jr.,Active,6'0",
78,Darrell,Jackson Jr.,Active,6'5",
22,Keionte,Scott,Active,6'0",
45,Josiah,Trotter,Active,6'2",
75,Billy,Schrauth,Active,6'4",
23,D'Angelo,Ponds,Active,5'8",
64,Nash,Hutmacher,Active,6'4",
93,Jayson,Jones,Active,6'6",
53,Nick,Jackson,Active,6'0",
85,Garrett,Greene,Active,5'11",
33,Jordan,Clark,Active,5'9",
36,JJ,Roberts,Active,6'0",
35,Dean,Clark,Active,6'1",
16,Connor,Bazelak,Active,6'3",
30,John,Bullock,Active,6'0",
70,Benjamin,Chukwuma,Active,6'6",
66,Ben,Scott,Active,6'5",
74,Marshall,Foerner,Active,6'6",
25,Jacob,Parrish,Active,5'10",
,Kobe,King,Injured Reserve,6'1",Out
82,Arian,Smith,Active,6'0",
4,Brady,Cook,Active,6'2",
2,Emeka,Egbuka,Active,6'1",
70,Armand,Membou,Active,6'4",
1,Azareye'h,Thomas,Active,6'1",
21,Benjamin,Morrison,Active,6'0",
85,Mason,Taylor,Active,6'5",
94,Tyler,Baron,Active,6'4",
92,Elijah,Simmons,Active,6'1",
98,Payton,Page,Active,6'4",
51,Kiko,Mauigoa,Active,6'2",
51,David,Walker,Active,6'2",
95,Elijah,Roberts,Active,6'4",
2,Jarvis,Brownlee Jr.,Active,5'10",
95,Eric,Watts,Active,6'5",
91,Jowon,Briggs,Active,6'1",
79,Elijah,Klein,Active,6'4",
30,Gee,Scott Jr.,Active,6'3",
37,Qwan'tez,Stiggers,Active,6'0",
18,Josh,Williams,Active,5'9",
38,Rashad,Wisdom,Active,5'9",
14,Austin,McNamara,Active,6'4",
39,Marcus,Banks,Active,6'0",
19,Kameron,Johnson,Active,5'10",
25,Jarius,Monroe,Active,6'2",
10,Jalon,Daniels,Active,6'1",
81,Jamaal,Pritchett,Active,5'8",
38,DT,Sheffield,Active,5'7",
15,Tez,Johnson,Active,5'10",
60,Kohl,Levao,Active,6'6",
50,Liam,Fornadel,Active,6'4",
0,Braelon,Allen,Active,6'1",
15,Adonai,Mitchell,Active,6'2",
7,Bucky,Irving,Active,5'10",
74,Olu,Fashanu,Active,6'6",
43,Chris,Braswell,Active,6'3",
32,Isaiah,Davis,Active,6'1",
99,T'Vondre,Sweat,Active,6'4",
62,Graham,Barton,Active,6'5",
55,Braiden,McGregor,Active,6'6",
18,Isaiah,Williams,Active,5'10",
59,Mohamed,Kamara,Active,6'1",
23,Tykee,Smith,Active,5'10",
82,Devin,Culp,Active,6'4",
11,Jalen,McMillan,Active,6'1",
22,Keidron,Smith,Active,6'2",
86,Evan,Deckers,Active,6'3",
72,Luke,Haggard,Active,6'7",
9,Will,McDonald IV,Active,6'4",
0,Yaya,Diaby,Active,6'4",
8,SirVocea,Dennis,Active,6'0",
32,Josh,Hayes,Active,6'0",
33,B.T.,Potter,Active,5'9",
27,Malachi,Moore,Active,5'11",
58,Mazi,Smith,Active,6'3",
87,Payne,Durham,Active,6'5",
69,Cody,Mauch,Active,6'6",
66,Joe,Tippmann,Active,6'6",
44,Sean,Tucker,Active,5'10",
94,Calijah,Kancey,Active,6'0",
57,Kingsley,Jonathan,Active,6'4",
41,Marcelino,McCrary-Ball,Active,6'0",
65,Xavier,Newman,Active,6'2",
36,Cade,York,Active,6'1",
11,Bailey,Zappe,Active,6'1",
6,Dane,Belton,Active,6'1",
61,Max,Mitchell,Active,6'6",
64,Dylan,Parham,Active,6'3",
67,Luke,Goedeke,Active,6'5",
77,Marquis,Hayes,Active,6'5",
52,Kingsley,Enagbare,Active,6'4",
40,Chip,Trayanum,Active,5'10",
5,Garrett,Wilson,Active,6'0",
88,Cade,Otton,Active,6'5",
27,Zyon,McCollum,Active,6'2",
86,Jelani,Woods,Active,6'7",
26,Chase,Lucas,Active,5'11",
28,Damarion,Williams,Active,5'10",
60,Haggai,Ndubuisi,Active,6'6",
39,Samuel,Womack III,Active,5'10",
41,Ko,Kieft,Active,6'5",
89,Dennis,Houston,Active,6'1",
98,Anthony,Nelson,Active,6'7",
80,David,Sills V,Active,6'3",
5,Jake,Browning,Active,6'2",
77,Justin,Skule,Active,6'6",
37,Kemon,Hall,Active,5'11",
47,Andrew,Beck,Active,6'3",
4,Chase,McLaughlin,Active,6'0",
78,Tristan,Wirfs,Active,6'5",
43,Mykal,Walker,Active,6'3",
68,Ben,Bredeson,Active,6'5",
31,Antoine,Winfield Jr.,Active,5'9",
20,Breece,Hall,Active,5'11",
89,Jeremy,Ruckert,Active,6'5",
1,Kenny,Gainwell,Active,5'9",
52,Christian,Rozeboom,Active,6'2",
46,Joseph,Ossai,Active,6'4",
44,Jamien,Sherwood,Active,6'2",
71,Josh,Myers,Active,6'5",
96,Jack,Heflin,Active,6'3",
67,Landon,Young,Active,6'7",
26,Nahshon,Wright,Active,6'4",
30,Tre,Brown,Active,5'10",
8,Andre,Cisco,Active,6'0",
3,Kene,Nwangwu,Active,6'1",
56,Demario,Davis,Active,6'2",
7,Geno,Smith,Active,6'2",
21,Brandon,Stephens,Active,6'1",
56,Rakeem,Nunez-Roches Sr.,Active,6'2",
91,A'Shawn,Robinson,Active,6'3",
14,Chris,Godwin Jr.,Active,6'1",
29,Miles,Killebrew,Active,6'2",
93,David,Onyemata,Active,6'3",
9,Riley,Dixon,Active,6'4",
34,Alex,Anzalone,Active,6'3",
65,Dan,Feeney,Active,6'4",
17,Tim,Patrick,Active,6'5",
97,Al-Quadin,Muhammad,Active,6'3",
42,Thomas,Hennessy,Active,6'2",
97,Harrison,Phillips,Active,6'3",
50,Vita,Vea,Active,6'4",
29,Minkah,Fitzpatrick,Active,6'1",
71,Scott,Daly,Active,6'2",
6,Baker,Mayfield,Active,6'1",
79,Chukwuma,Okorafor,Active,6'6",
19,Jason,Sanders,Active,5'11",
73,Trent,Scott,Active,6'5",
92,Zach,Sieler,Active,6'6",
56,Ronnie,Harrison Jr.,Active,6'2",
92,Dorance,Armstrong,Active,6'4",
97,Tim,Settle,Active,6'3",
4,Frankie,Luvu,Active,6'3",
39,Jeremy,Reaves,Active,5'11",
3,Will,Harris,Active,6'1",
71,Andrew,Wylie,Active,6'5",
46,Anthony,Firkser,Active,6'2",
94,Daron,Payne,Active,6'3",
26,Jeremy,McNichols,Active,5'9",
45,Zane,Gonzalez,Active,6'0",
24,Ahkello,Witherspoon,Active,6'2",
91,Deatrich,Wise Jr.,Active,6'5",
34,Antonio,Hamilton Sr.,Active,6'0",
78,Laremy,Tunsil,Active,6'5",
48,Bradley,Pinion,Active,6'5",
10,Tress,Way,Active,6'1",
57,Nick,Bellore,Active,6'1",
8,Marcus,Mariota,Active,6'4",
69,Tyler,Ott,Active,6'3",
86,Terrace,Marshall Jr.,Active,6'2",
6,Dyami,Brown,Active,6'0",
87,John,Bates,Active,6'6",
76,Sam,Cosmi,Active,6'7",
21,Marco,Wilson,Active,5'11",
,Kion,Smith,Inactive,6'5",
79,Foster,Sarell,Active,6'6",
98,Odafe,Oweh,Active,6'5",
47,Riley,Patterson,Active,6'0",
61,Julian,Good-Jones,Active,6'5",
55,Aaron,Brewer,Active,6'1",
4,Tutu,Atwell,Active,5'9",
1,Jalen,Tolbert,Active,6'1",
87,Cole,Turner,Active,6'6",
2,Amik,Robertson,Active,5'9",
24,A.J.,Green,Active,6'2",
40,Willie,Gay Jr.,Active,6'1",
20,Jordyn,Brooks,Active,6'0",
73,Austin,Jackson,Active,6'5",
67,Charlie,Heck,Active,6'8",
45,K'Lavon,Chaisson,Active,6'3",
9,Josh,Uche,Active,6'3",
99,Javon,Kinlaw,Active,6'5",
17,Jalen,Reagor,Active,5'11",
89,Lawrence,Cager,Active,6'5",
12,Van,Jefferson,Active,6'1",
25,Tyrel,Dodson,Active,6'0",
79,Shy,Tuttle,Active,6'3",
67,Nick,Allegretti,Active,6'4",
90,Charles,Omenihu,Active,6'5",
17,Terry,McLaurin,Active,6'0",
32,Lonnie,Johnson Jr.,Active,6'2",
53,Cameron,Goode,Active,6'3",
22,Darrell,Baker Jr.,Active,6'1",
35,Percy,Butler,Active,6'0",
91,Matthew,Butler,Active,6'3",
77,DJ,Davidson,Active,6'5",
85,Chig,Okonkwo,Active,6'3",
2,Malik,Willis,Active,6'1",
13,Treylon,Burks,Active,6'2",
23,Zayne,Anderson,Active,6'2",
34,Jerome,Ford,Active,5'10",
81,Theo,Wease Jr.,Active,6'2",
93,Drake,Jackson,Active,6'4",
5,Jayden,Daniels,Active,6'4",
1,Rachaad,White,Active,6'0",
50,David,Ojabo,Active,6'4",
75,Chris,Paul,Active,6'4",
69,Jamaree,Salyer,Active,6'4",
25,Nick,Cross,Active,6'0",
54,Leo,Chenal,Active,6'3",
85,Greg,Dulcich,Active,6'4",
32,Qwuantrezz,Knight,Active,6'0",
26,Alex,Austin,Active,6'1",
28,De'Von,Achane,Active,5'9",
46,Tucker,Addington,Active,6'2",
16,Jake,Moody,Active,6'1",
46,Tre,Hawkins III,Active,6'3",
89,Ben,Sims,Active,6'5",
53,D.J.,Johnson,Active,6'4",
37,Carlos,Washington Jr.,Active,5'11",
8,JuJu,Brents,Active,6'3",
29,Darius,Rush,Active,6'2",
20,Quan,Martin,Active,6'0",
64,Malaesala,Aumavae-Laulu,Active,6'5",
51,Robert,Beal Jr.,Active,6'4",
,Carter,Warren,Injured Reserve,6'5",Out
27,Ethan,Bonner,Active,6'1",
6,Malik,Washington,Active,5'8",
15,Sam,Hartman,Active,6'1",
0,Mike,Sainristil,Active,5'10",
90,Javontae,Jean-Baptiste,Active,6'4",
18,Tyler,Owens,Active,6'2",
84,Tahj,Washington,Active,5'10",
74,Brandon,Coleman,Active,6'6",
95,Jer'Zhan,Newton,Active,6'2",
82,Ben,Sinnott,Active,6'4",
11,Luke,McCaffrey,Active,6'2",
52,Patrick,Paul,Active,6'7",
44,Chop,Robinson,Active,6'3",
5,Jaylen,Wright,Active,5'10",
36,Donovan,Edwards,Active,6'1",
19,Nick,Nash,Active,6'3",
31,Kaytron,Allen,Active,5'11",
30,Anthony,Hankerson,Active,5'8",
35,Miles,Battle,Active,6'3",
80,Colson,Yankoff,Active,6'4",
65,James,Ester,Active,6'3",
60,Andrew,Meyer,Active,6'3",
55,Andre,Carter,Active,6'5",
34,Omar,Brown,Active,6'1",
29,Storm,Duck,Active,6'0",
58,Jordan,Magee,Active,6'3",
93,Zeek,Biggers,Active,6'6",
42,Jackson,Woodard,Active,6'2",
33,Jason,Marshall Jr.,Active,6'0",
56,Kain,Medrano,Active,6'3",
11,Dante,Trader Jr.,Active,5'11",
22,Jacory,Croskey-Merritt,Active,5'11",
59,T.J.,Maguranyanga,Active,6'4",
15,Cam,Miller,Active,6'1",
0,Ollie,Gordon II,Active,6'2",
83,Jaylin,Lane,Active,5'10",
23,Trey,Amos,Active,6'1",
72,Josh,Conerly Jr.,Active,6'4",
71,Jonah,Savaiinaea,Active,6'5",
78,Kenneth,Grant,Active,6'3",
14,Quinn,Ewers,Active,6'2",
94,Jordan,Phillips,Active,6'3",
37,Car'lin,Vigers,Active,6'2",
70,Marques,Cox,Active,6'5",
96,Alex,Huntley,Active,6'4",
97,Keith,Cooper Jr.,Active,6'5",
63,Tyler,Cooper,Active,6'5",
50,Ricky,Barber,Active,6'3",
88,AJ,Henning,Active,5'10",
68,Josh,Priebe,Active,6'5",
47,Robert,McDaniel,Active,6'2",
68,Timothy,McKay,Active,6'4",
38,Ethan,Robinson,Active,6'0",
58,Seth,Coleman,Active,6'3",
84,Jacoby,Jones,Active,6'3",
51,Ale,Kaho,Active,6'2",
31,Michael,Taaffe,Active,6'0",
16,Athan,Kaliakmanis,Active,6'2",
19,Kyle,Louis,Active,6'0",
7,Caleb,Douglas,Active,6'4",
14,Antonio,Williams,Active,5'11",
10,Jacob,Rodriguez,Active,6'1",
3,Chris,Johnson,Active,6'0",
30,Robert,Henry Jr.,Active,5'9",
18,Chris,Bell,Active,6'2",
52,Sonny,Styles,Active,6'5",
48,Joshua,Josephs,Active,6'3",
86,Jaden,Bradley,Active,6'4",
74,Kadyn,Proctor,Active,6'7",
16,Mark,Gronowski,Active,6'2",
41,Louis,Moore,Active,5'11",
19,Drew,Stevens,Active,6'1",
95,Rene,Konga,Active,6'3",
63,DJ,Campbell,Active,6'3",
90,Mason,Reiger,Active,6'4",
17,Trey,Moore,Active,6'2",
83,Kevin,Coleman Jr.,Active,5'10",
80,Donaven,McCulley,Active,6'4",
57,Max,Llewellyn,Active,6'5",
49,Seydou,Traore,Active,6'4",
10,Chris,Hilton Jr.,Active,6'0",
60,Jeffrey,M'ba,Active,6'6",
38,Fred,Davis II,Active,6'1",
82,Will,Kacmarek,Active,6'6",
66,Matt,Gulbin,Active,6'4",
98,Kahlil,Saunders,Active,6'4",
62,Tanoa,Togiai,Active,6'6",
40,Quentin,Moore,Active,6'5",
36,Malik,Spencer,Active,6'1",
34,DJ,Herman,Active,6'1",
79,Kevin,Cline,Active,6'6",
62,Jim,Bonifas,Active,6'5",
59,Rodney,McGraw,Active,6'4",
58,Ben,Mann,Active,6'5",
,Monkell,Goodwine,Inactive,6'4",
91,Smith,Vilbert,Active,6'6",
30,Trayvon,Rudolph,Active,5'10",
40,Terrill,Davis,Active,6'0",
79,Jarrod,Gray,Active,6'7",
46,Michael,Briscoe,Active,6'2",
37,Damon,Bankston,Active,5'10",
66,Anquin,Barnes Jr.,Active,6'5",
68,Ben,Barten,Active,6'5",
70,Ryan,Schernecke,Active,6'8",
59,Bangally,Kamara,Active,6'2",
39,Thaddeus,Dixon,Injured Reserve,6'1",Out
20,Charles,Demmings,Active,6'1",
51,Jack,Kelly,Active,6'1",
89,Dillon,Bell,Active,6'0",
74,J.C.,Davis,Active,6'4",
62,Delby,Lemieux,Active,6'5",
45,Max,Bredeson,Active,6'2",
95,Caleb,Banks,Active,6'6",
97,Bobby,Jamison-Travis,Active,6'3",
29,Marcus,Allen,Active,6'1",
28,Tyreek,Chappell,Active,5'11",
58,Gavin,Gerhardt,Active,6'4",
38,Da'Veawn,Armstead,Active,6'1",
56,Arden,Walker,Active,6'2",
57,Keli,Lawson,Active,6'4",
67,Tomas,Rimac,Active,6'6",
39,Jacob,Thomas,Active,6'1",
49,Cam'Ron,Stewart,Active,6'5",
31,Marcus,Sanders Jr.,Active,6'1",
47,Brett,Thorson,Active,6'1",
34,Dominic,Zvada,Active,6'3",
8,Jakobe,Thomas,Active,6'1",
63,Tristan,Leigh,Active,6'4",
65,Francis,Mauigoa,Active,6'6",
52,Arvell,Reese,Active,6'4",
35,Kejon,Owens,Active,5'11",
21,Demond,Claiborne,Active,5'10",
78,Caleb,Tiernan,Active,6'7",
12,Colton,Hood,Active,6'0",
48,Jacob,Roberts,Active,6'1",
41,Jake,Golday,Active,6'4",
97,Domonique,Orange,Active,6'2",
99,Elijah,Williams,Active,6'3",
66,Vershon,Lee,Active,6'4",
32,Chaz,Chambliss,Active,6'1",
19,Dontae,Fleming,Active,6'2",
83,Dalen,Cambre,Active,6'0",
34,Zemaiah,Vaughn,Active,6'3",
85,Ben,Yurosek,Active,6'4",
48,Trace,Ford,Active,6'2",
4,Myles,Price,Active,5'9",
,Caleb,Etienne,Inactive,6'7",
86,Thomas,Fidone II,Active,6'6",
90,Tyrion,Ingram-Dawkins,Active,6'5",
81,Beaux,Collins,Active,6'3",
6,Jaxson,Dart,Active,6'2",
12,Max,Brosmer,Active,6'2",
71,Marcus,Mbow,Active,6'5",
74,Donovan,Jackson,Active,6'4",
3,Abdul,Carter,Active,6'3",
38,Korie,Black,Active,6'0",
60,Joe,Huber,Active,6'5",
91,Darius,Alexander,Active,6'4",
30,Ben,Sauls,Active,5'10",
86,Gavin,Bartholomew,Active,6'5",
92,Tyler,Batty,Active,6'6",
53,Darius,Muasau,Active,6'0",
34,Beau,Brade,Active,6'0",
73,Walter,Rouse,Active,6'6",
65,Michael,Jurgens,Active,6'5",
50,Levi Drake,Rodriguez,Active,6'2",
60,Bryan,Hudson,Active,6'5",
82,Jeshaun,Jones,Active,6'1",
98,Bo,Richter,Active,6'1",
94,Taki,Taimani,Active,6'1",
36,Rico,Payton,Injured Reserve,6'0",Out
63,Jake,Kubas,Active,6'4",
44,Cam,Skattebo,Active,5'11",
0,Malachi,Fields,Active,6'4",
17,Luke,Wysong,Active,5'10",
13,Tai,Felton,Active,6'1",
15,Dallas,Turner,Active,6'3",
1,Malik,Nabers,Active,6'0",Out
9,J.J.,McCarthy,Active,6'3",
27,Tyler,Nubin,Active,6'2",
25,Dante,Miller,Active,5'9",
6,Dwight,McGlothern,Active,6'2",
22,Dru,Phillips,Active,5'11",
83,Bryson,Nesbit,Active,6'5",
16,Will,Reichard,Active,6'1",
29,Tyrone,Tracy Jr.,Active,5'11",
36,Zavier,Scott,Active,6'1",
68,Henry,Byrd,Active,6'5",
47,Cam,Jones,Active,6'2",
24,Jay,Ward,Active,6'1",
61,Jalen,Redmond,Active,6'3",
0,Ivan,Pace Jr.,Active,5'10",
25,Kahlef,Hailassie,Active,6'1",
31,Nic,Jones,Active,6'0",
23,Art,Green,Active,6'2",
33,Caleb,Murphy,Active,6'3",
46,Zaire,Barnes,Active,6'1",
35,Jarrick,Bernard-Converse,Active,6'1",
5,Ryan,Miller,Active,6'2",
88,Xavier,Gipson,Active,5'9",
96,Zacch,Pickens,Active,6'4",
13,Jalin,Hyatt,Active,6'0",
2,Deonte,Banks,Active,6'2",
61,John Michael,Schmitz Jr.,Active,6'4",
43,Raheem,Layne,Active,5'11",
75,Joshua,Ezeudu,Active,6'4",
77,Daniel,Faalele,Active,6'8",
73,Evan,Neal,Active,6'7",
5,Kayvon,Thibodeaux,Active,6'5",
27,Jordan,Mason,Active,5'11",
9,Isaiah,Likely,Active,6'4",
20,Eric,Gray,Active,5'10",
84,Theo,Johnson,Active,6'6",
3,Jordan,Addison,Active,5'11",
41,Micah,McFadden,Active,6'2",
15,Jordan,Stout,Active,6'3",
72,Ryan,Van Demark,Active,6'7",
93,Eric,Johnson II,Active,6'4",
99,Sam,Roberts,Active,6'5",
26,Theo,Jackson,Active,6'1",
48,Tanner,Conner,Active,6'3",
52,Josh,Ross,Active,6'0",
87,T.J.,Hockenson,Active,6'5",
84,Josh,Oliver,Active,6'5",
7,Byron,Murphy Jr.,Active,5'11",
1,Kyler,Murray,Active,5'10",
18,Darius,Slayton,Active,6'1",
43,Andrew,Van Ginkel,Active,6'4",
26,Devin,Singletary,Active,5'7",
51,Blake,Cashman,Active,6'1",
0,Brian,Burns,Active,6'5",
89,Isaiah,Hodgins,Active,6'3",
14,Jauan,Jennings,Active,6'3",
18,Justin,Jefferson,Active,6'1",
80,Gunner,Olszewski,Injured Reserve,6'0",Out
54,Khalid,Kareem,Active,6'4",
