Number,FantasyPosition,PlayerSeasonID,AuctionValue,AuctionValuePPR
4,QB,991369947,,
38,DB,991335817,,
38,DB,991305308,,
71,OL,991335818,,
71,OL,991305309,,
90,DL,991305310,,
90,DL,991335819,,
84,TE,991305311,,
28,DB,991305312,,
28,DB,991335820,,
49,LB,991335821,,
49,LB,991305313,,
8,P,991335822,,
8,P,991305314,,
93,DL,991305315,,
93,DL,991335823,,
43,DB,991305316,,
94,DL,991337854,,
52,DL,991369948,,
52,DL,991305317,,
18,WR,991305318,,
79,OL,991305319,,
33,DB,991383711,,
33,DB,991305320,,
45,LB,991305321,,
65,OL,991305322,,
65,OL,991335824,,
66,OL,991305323,,
17,WR,991305324,,
37,DB,991305325,,
37,DB,991335825,,
39,DB,991305326,,
85,TE,991305327,,
85,TE,991335826,,
59,LB,991305328,,
25,RB,991305329,,
25,RB,991335827,,
97,DL,991335828,,
97,DL,991305330,,
63,OL,991305331,,
63,OL,991335829,,
44,LB,991335830,,
44,LB,991305332,,
94,DL,991305333,,
95,DL,991305334,,
95,DL,991335831,,
74,OL,991335832,,
74,OL,991305335,,
68,OL,991305336,,
14,WR,991305337,,
10,QB,991305338,,
16,WR,991305339,,
12,WR,991305340,,
12,WR,991358613,,
77,OL,991305341,,
40,RB,991305342,,
46,LS,991305343,,
46,LS,991335833,,
47,DB,991305344,,
21,DB,991305345,,
21,DB,991397909,,
15,QB,991307399,,
7,K,991307400,,
75,OL,991335835,,
75,OL,991307401,,
93,DL,991307402,,
93,DL,991335836,,
71,OL,991335837,,
71,OL,991307403,,
2,WR,991307404,,
2,WR,991335838,,
78,OL,991335839,,
78,OL,991307405,,
96,DL,991307406,,
96,DL,991335840,,
95,DL,991335841,,
95,DL,991307407,,
85,TE,991335842,,
85,TE,991307408,,
68,OL,991338333,,
55,OL,991335843,,
55,OL,991307409,,
28,DB,991307410,,
5,DB,991335844,,
23,DB,991335845,,
23,DB,991307411,,
21,DB,991335846,,
21,DB,991307412,,
17,LB,991335847,,
17,LB,991307413,,
97,DL,991392714,,
77,OL,991335848,,
77,OL,991307414,,
11,DB,991307415,,
13,P,991335849,,
13,P,991307416,,
36,RB,991307417,,
38,RB,991374136,,
68,OL,991307418,,
30,LB,991335850,,
30,LB,991307419,,
16,WR,991307420,,
25,DB,991307421,,
20,DB,991347737,,
3,WR,991335851,,
3,WR,991307422,,
7,QB,991307423,,
53,DL,991307424,,
9,DB,991307425,,
9,DB,991335852,,
50,LS,991335853,,
50,LS,991307426,,
8,QB,991307427,,
7,DB,991337591,,
90,DL,991307428,,
52,OL,991339212,,
74,OL,991335855,,
74,OL,991307429,,
0,DB,991307430,,
48,LB,991335053,,
92,DL,991307431,,
92,DL,991365694,,
87,TE,991307432,,
87,TE,991402493,,
5,QB,991307433,,
8,QB,991335857,,
34,RB,991307434,,
34,RB,991335858,,
20,RB,991307435,,
11,QB,991365695,,
91,DL,991307436,,
91,DL,991335859,,
99,DL,991307437,,
99,DL,991335860,,
27,DB,991381561,,
22,DB,991318343,,
89,WR,991347734,,
89,WR,991307439,,
58,OL,991307440,,
28,DB,991351317,,
79,OL,991335861,,
79,OL,991307441,,
33,DB,991307442,,
33,DB,991335862,,
29,DB,991307443,,
56,OL,991335864,,
56,OL,991307444,,
39,DB,991318344,,
90,DL,991389626,,
52,DL,991307445,,
57,DL,991307446,,
57,DL,991335865,,
35,RB,991307447,,
19,WR,991307448,,
19,WR,991335866,,
86,TE,991307449,,
86,TE,991335867,,
48,LB,991326747,,
38,DB,991307450,,
98,DL,991318345,,
43,LB,991307451,,
43,LB,991335869,,
47,K,991307452,,
25,K,991335870,,
38,WR,991307453,,
54,OL,991307454,,
51,DL,991335871,,
83,WR,991354874,,
80,WR,991335872,,
80,WR,991307455,,
67,OL,991307456,,
26,DB,991335873,,
26,DB,991307457,,
65,OL,991338264,,
40,LB,991307458,,
54,LB,991405440,,
70,OL,991307459,,
70,OL,991335874,,
72,OL,991335875,,
59,LB,991307461,,
41,DB,991373308,,
41,DB,991307462,,
69,OL,991307463,,
35,DB,991307464,,
82,TE,991347739,,
82,TE,991307465,,
62,OL,991307466,,
44,LB,991326748,,
44,TE,991335876,,
88,TE,991307467,,
22,RB,991335877,,
22,RB,991307468,,
10,RB,991335878,,
63,DL,991307469,,
94,DL,991335879,,
94,DL,991307470,,
49,LB,991307471,,
49,LB,991335880,,
16,WR,991335881,,
81,WR,991326749,,
12,QB,991335882,,
12,QB,991307472,,
35,RB,991335883,,
72,OL,991307473,,
39,RB,991307474,,
63,OL,991392716,,
98,DL,991335884,,
66,DL,991307475,,
84,WR,991307476,,
84,WR,991335885,,
37,DB,991307477,,
37,DB,991347735,,
66,DL,991397899,,
83,WR,991307478,,
31,DB,991307479,,
31,DB,991335886,,
27,DB,991307480,,
48,LS,991307481,,
65,OL,991307482,,
42,LB,991335887,,
42,LB,991307483,,
37,WR,991307484,,
31,WR,991307485,,
44,TE,991307486,,
5,P,991311247,,
5,P,991333279,,
42,DL,991347736,,
13,DL,991333280,,
13,DL,991311248,,
72,OL,991311249,,
29,DB,991333281,,
29,DB,991311250,,
95,DL,991333282,,
4,QB,991333283,,
4,QB,991311251,,
90,DL,991311252,,
90,DL,991333284,,
28,DB,991311253,,
28,DB,991333285,,
79,OL,991311254,,
44,LS,991333286,,
44,LS,991311255,,
15,QB,991311256,,
27,RB,991311257,,
24,RB,991333287,,
92,DL,991336169,,
11,WR,991358287,,
36,DB,991335952,,
6,DB,991333288,,
6,DB,991311258,,
43,DB,991311259,,
47,LB,991311260,,
88,WR,991311261,,
88,WR,991333289,,
59,LB,991311262,,
59,LB,991333290,,
55,LB,991335798,,
77,OL,991311263,,
75,OL,991311264,,
75,OL,991333291,,
78,OL,991311265,,
78,OL,991333292,,
32,DB,991311266,,
42,DB,991324624,,
61,OL,991354867,,
33,RB,991333294,,
33,RB,991311267,,
1,WR,991311268,,
1,WR,991333295,,
11,DL,991311269,,
51,DL,991311270,,
98,DL,991311271,,
30,DB,991311272,,
23,LB,991311273,,
97,DL,991311274,,
97,DL,991333297,,
24,DB,991311275,,
87,TE,991333298,,
87,TE,991311276,,
3,WR,991311277,,
3,WR,991333299,,
81,WR,991366515,,
81,WR,991311278,,
25,DB,991311279,,
20,DB,991311280,,
2,DB,991311281,,
2,DB,991333301,,
67,OL,991333302,,
67,OL,991311282,,
99,DL,991311283,,
99,DL,991333303,,
18,LB,991311284,,
16,WR,991311285,,
16,WR,991351531,,
73,OL,991333305,,
73,OL,991311286,,
54,DL,991311287,,
54,DL,991333306,,
57,LB,991333307,,
57,LB,991311288,,
14,DB,991311289,,
14,DB,991333308,,
26,DB,991311290,,
26,DB,991333309,,
53,DL,991333310,,
53,DL,991311291,,
37,DB,991311292,,
21,RB,991311293,,
43,RB,991362820,,
9,WR,991333311,,
9,WR,991311294,,
66,OL,991333312,,
66,OL,991311295,,
64,OL,991311296,,
58,DL,991311297,,
76,OL,991311298,,
42,RB,991311299,,
0,LB,991378448,,
91,DL,991387545,,
40,RB,991333314,,
40,RB,991311300,,
86,TE,991311301,,
86,TE,991333315,,
83,WR,991311302,,
91,DL,991311303,,
85,TE,991370669,,
85,TE,991311304,,
49,TE,991311305,,
17,K,991311306,,
17,K,991333316,,
31,DB,991405655,,
56,OL,991333317,,
56,OL,991311307,,
60,OL,991311308,,
60,OL,991333318,,
10,QB,991333319,,
10,QB,991311309,,
19,WR,991311310,,
19,WR,991333320,,
89,TE,991333321,,
89,TE,991311311,,
94,DL,991333322,,
94,DL,991311312,,
76,OL,991333323,,
21,DB,991362821,,
21,DB,991311313,,
35,LB,991333324,,
35,LB,991311314,,
71,OL,991311315,,
71,OL,991333325,,
27,DB,991333326,,
95,DL,991311316,,
6,WR,991311317,,
37,RB,991311318,,
37,RB,991405656,,
52,OL,991333327,,
52,OL,991311319,,
34,DB,991378449,,
23,RB,991333328,,
34,RB,991311320,,
50,LB,991311321,,
50,LB,991333329,,
41,DL,991333330,,
41,DL,991311322,,
7,WR,991311323,,
38,DB,991311324,,
38,DB,991354876,,
69,OL,991311325,,
69,OL,991333331,,
93,DL,991333332,,
93,DL,991311326,,
92,DL,991311327,,
45,TE,991311328,,
39,DB,991311329,,
48,DB,991311330,,
48,DB,991343063,,
25,DB,991333333,,
45,LB,991400159,,
55,LB,991311331,,
46,TE,991311332,,
36,DB,991311333,,
89,TE,991369833,,
20,RB,991313637,,
49,LB,991411818,,
49,LB,991313638,,
49,LB,991338779,,
3,K,991411819,,
3,K,991313639,,
3,K,991338780,,
72,OL,991338781,,
72,OL,991313640,,
72,OL,991411820,,
1,TE,991338782,,
1,TE,991411821,,
1,TE,991313641,,
93,DL,991411822,,
93,DL,991313642,,
93,DL,991338783,,
14,WR,991313643,,
14,WR,991411823,,
14,WR,991338784,,
69,OL,991338785,,
69,OL,991411824,,
69,OL,991313644,,
75,OL,991378037,,
98,DL,991338786,,
98,DL,991411825,,
98,DL,991313645,,
5,WR,991313646,,
99,DL,991338788,,
99,DL,991411826,,
99,DL,991313647,,
57,LB,991411827,,
57,LB,991313648,,
57,LB,991338789,,
17,WR,991411828,,
17,WR,991356378,,
61,OL,991411829,,
,OL,991407154,,
74,OL,991338790,,
74,OL,991411830,,
74,OL,991313649,,
8,QB,991338791,,
8,QB,991313650,,
8,QB,991411831,,
6,DB,991338792,,
6,DB,991411832,,
6,DB,991313651,,
48,LS,991338793,,
48,LS,991313652,,
48,LS,991411833,,
27,RB,991313653,,
27,RB,991338794,,
82,TE,991411834,,
82,TE,991313654,,
82,TE,991338795,,
4,QB,991338796,,
4,QB,991313655,,
4,QB,991411835,,
97,DL,991411836,,
97,DL,991313656,,
97,DL,991356745,,
22,DB,991338797,,
22,DB,991313657,,
40,LB,991338798,,
40,LB,991411837,,
40,LB,991313658,,
79,OL,991313659,,
79,OL,991338799,,
76,OL,991356746,,
76,OL,991313660,,
42,DB,991313661,,
81,WR,991411838,,
2,DB,991411839,,
2,DB,991313662,,
2,DB,991338800,,
0,LB,991411840,,
0,LB,991313663,,
0,LB,991338801,,
46,LB,991313664,,
78,OL,991313665,,
9,DB,991313666,,
9,DB,991411841,,
9,DB,991338802,,
77,OL,991411842,,
77,OL,991313667,,
77,OL,991338803,,
26,DB,991338804,,
26,DB,991313668,,
26,DB,991411843,,
46,RB,991411844,,
46,RB,991326750,,
46,RB,991338805,,
62,DL,991313768,,
83,WR,991313669,,
83,WR,991413128,,
83,WR,991369834,,
19,WR,991338806,,
19,WR,991411845,,
19,WR,991313670,,
28,RB,991338807,,
28,RB,991313671,,
28,RB,991411846,,
15,LB,991411847,,
15,LB,991313672,,
15,LB,991338808,,
29,DB,991313673,,
29,DB,991411848,,
29,DB,991338809,,
21,DB,991411849,,
21,DB,991313674,,
21,DB,991338810,,
27,DB,991313675,,
60,OL,991338811,,
60,OL,991413129,,
60,OL,991313676,,
94,DL,991313677,,
94,DL,991411850,,
94,DL,991338812,,
96,DL,991338813,,
96,DL,991411851,,
96,DL,991313678,,
32,DB,991313679,,
32,DB,991398519,,
91,DL,991313680,,
85,TE,991313681,,
85,TE,991338814,,
54,OL,991338815,,
54,OL,991411852,,
54,OL,991313682,,
41,LB,991313683,,
34,DB,991313684,,
34,DB,991411853,,
34,DB,991338816,,
38,RB,991338817,,
38,RB,991411854,,
38,RB,991313685,,
87,WR,991320993,,
53,LB,991313686,,
35,DB,991313687,,
35,DB,991411855,,
35,DB,991371707,,
63,OL,991338818,,
63,OL,991411856,,
63,OL,991313688,,
59,LB,991313689,,
45,TE,991313690,,
45,TE,991411857,,
45,TE,991338819,,
43,DB,991313691,,
86,TE,991339338,,
52,LB,991411858,,
52,LB,991313692,,
52,LB,991338820,,
23,RB,991313693,,
11,WR,991313694,,
11,WR,991411859,,
11,WR,991338821,,
25,RB,991313695,,
5,RB,991338422,,
10,QB,991338822,,
10,QB,991313696,,
10,QB,991411860,,
73,OL,991338823,,
73,OL,991411861,,
73,OL,991313698,,
31,DB,991313699,,
31,DB,991411862,,
31,DB,991338824,,
66,OL,991313700,,
45,DB,991320994,,
90,DL,991313701,,
56,LB,991338825,,
56,LB,991313702,,
36,DB,991313703,,
92,LB,991313704,,
92,LB,991411863,,
92,LB,991338826,,
81,WR,991313705,,
37,RB,991313706,,
12,RB,991411864,,
12,RB,991338827,,
86,TE,991313707,,
13,WR,991313708,,
13,WR,991411865,,
13,WR,991338828,,
23,DB,991338829,,
23,DB,991411866,,
12,DB,991313709,,
16,P,991338830,,
16,P,991411867,,
16,P,991313710,,
95,DL,991313711,,
95,DL,991411868,,
95,DL,991338831,,
47,LB,991338832,,
47,LB,991411869,,
47,LB,991313712,,
51,LB,991338833,,
51,LB,991313713,,
51,LB,991411870,,
64,OL,991313714,,
71,OL,991313715,,
84,TE,991411871,,
84,TE,991313716,,
80,WR,991313717,,
89,WR,991313718,,
50,LB,991313719,,
33,DB,991313720,,
70,OL,991313721,,
68,OL,991313722,,
39,DB,991313723,,
75,DL,991313724,,
55,LB,991366516,,
55,LB,991411872,,
55,LB,991313725,,
39,WR,991313726,,
64,OL,991406744,,
16,QB,991338219,,
16,QB,991301742,,
68,OL,991307050,,
68,OL,991338220,,
60,OL,991338221,,
60,OL,991301743,,
79,DL,991359121,,
98,DL,991338222,,
98,DL,991301744,,
13,DB,991354882,,
11,WR,991338223,,
11,WR,991301745,,
52,LB,991301746,,
52,LB,991338224,,
34,LB,991338225,,
34,LB,991301747,,
95,DL,991301748,,
95,DL,991338226,,
96,DL,991338227,,
96,DL,991301749,,
12,WR,991301750,,
86,TE,991381352,,
27,DB,991359122,,
70,OL,991359123,,
70,OL,991301751,,
92,DL,991301752,,
92,DL,991338228,,
,OL,991383497,,
29,DB,991338229,,
29,DB,991301753,,
4,DB,991301754,,
4,DB,991338230,,
72,OL,991301755,,
8,QB,991301756,,
8,QB,991338231,,
47,LB,991301757,,
82,TE,991348497,,
5,RB,991338232,,
5,RB,991301758,,
23,DB,991301759,,
23,DB,991338233,,
86,WR,991301760,,
3,P,991301761,,
3,P,991338234,,
41,LB,991338235,,
41,LB,991301762,,
85,WR,991301763,,
85,WR,991378241,,
13,RB,991338236,,
13,RB,991301764,,
88,TE,991394241,,
76,DL,991301765,,
2,DB,991338237,,
76,OL,991307051,,
67,OL,991301766,,
57,OL,991348498,,
52,OL,991301767,,
21,DB,991301768,,
21,DB,991338238,,
30,DB,991338239,,
30,DB,991326239,,
66,DL,991301769,,
77,OL,991319042,,
40,DB,991307052,,
88,TE,991301770,,
14,WR,991301771,,
14,WR,991338240,,
10,WR,991301772,,
36,RB,991319043,,
58,OL,991301773,,
58,OL,991338241,,
74,OL,991338242,,
74,OL,991301774,,
55,LB,991301775,,
55,LB,991338243,,
15,LB,991338244,,
15,LB,991301776,,
45,LB,991343065,,
54,DL,991363271,,
51,DL,991338245,,
51,DL,991301777,,
89,TE,991301778,,
89,TE,991338246,,
17,DB,991301779,,
84,TE,991301780,,
84,TE,991338247,,
87,TE,991338248,,
87,TE,991301781,,
0,RB,991301782,,
0,RB,991338249,,
1,WR,991338250,,
1,WR,991301783,,
97,DL,991301784,,
97,DL,991338251,,
31,DB,991338252,,
31,DB,991301785,,
44,LB,991381353,,
77,OL,991354879,,
62,OL,991373833,,
62,OL,991301786,,
25,DB,991307966,,
46,LB,991301787,,
46,LB,991338253,,
2,QB,991301788,,
32,DB,991301789,,
32,DB,991338254,,
50,DL,991301790,,
78,DL,991338255,,
80,WR,991387546,,
25,RB,991338256,,
48,RB,991301791,,
36,DB,991301792,,
99,DL,991338257,,
99,DL,991301793,,
75,OL,991301794,,
39,K,991301795,,
39,K,991338258,,
38,DB,991359125,,
38,DB,991301796,,
53,LB,991301797,,
53,LB,991338259,,
90,DL,991338260,,
90,DL,991301798,,
94,DL,991326240,,
94,DL,991338261,,
33,RB,991338262,,
33,RB,991301799,,
6,DB,991301800,,
6,DB,991338263,,
9,DB,991301801,,
65,OL,991301802,,
73,OL,991301803,,
73,OL,991338265,,
19,WR,991338266,,
19,WR,991301804,,
42,RB,991301805,,
59,OL,991301806,,
59,OL,991338267,,
12,DB,991338268,,
78,OL,991319044,,
43,TE,991307053,,
45,DL,991301807,,
48,TE,991365685,,
43,LB,991301808,,
49,LS,991301809,,
49,LS,991338269,,
57,DL,991301810,,
26,DB,991301811,,
24,DB,991301812,,
24,DB,991354880,,
42,DB,991307054,,
80,WR,991301813,,
69,OL,991301814,,
69,OL,991338270,,
18,WR,991338271,,
18,WR,991301815,,
61,DL,991301816,,
91,DL,991301817,,
91,DL,991338272,,
71,OL,991383498,,
28,DB,991301818,,
83,WR,991301819,,
83,WR,991351318,,
63,OL,991301820,,
25,RB,991301821,,
64,DL,991301822,,
40,TE,991301823,,
40,TE,991383499,,
27,DB,991301824,,
35,DB,991301825,,
41,TE,991319045,,
17,K,991408988,,
17,K,991338273,,
17,K,991312870,,
97,DL,991312871,,
52,DL,991312872,,
52,DL,991338274,,
52,DL,991408989,,
6,WR,991312873,,
8,RB,991408990,,
8,RB,991312874,,
8,RB,991338275,,
74,OL,991338276,,
74,OL,991312875,,
35,DB,991312876,,
25,DB,991408991,,
25,DB,991312877,,
25,DB,991338277,,
42,LS,991408992,,
42,LS,991338278,,
42,LS,991312878,,
10,QB,991312879,,
10,QB,991338279,,
10,QB,991408993,,
29,DB,991408994,,
29,DB,991338280,,
29,DB,991312880,,
28,LB,991312881,,
28,DB,991408995,,
28,DB,991333293,,
54,LB,991369421,,
54,LB,991312882,,
18,QB,991408996,,
17,WR,991305808,,
1,DL,991338281,,
65,OL,991338282,,
65,OL,991312883,,
65,OL,991408997,,
76,DL,991337881,,
64,OL,991312884,,
58,LB,991408998,,
58,LB,991312885,,
58,LB,991338283,,
21,DB,991338284,,
21,DB,991312886,,
31,LB,991338285,,
31,LB,991408999,,
39,DB,991338286,,
39,DB,991312887,,
47,DB,991312888,,
2,QB,991312889,,
2,QB,991338287,,
2,QB,991409000,,
84,WR,991312890,,
87,WR,991312891,,
87,WR,991338288,,
87,WR,991409001,,
44,RB,991319028,,
30,RB,991312892,,
30,RB,991338289,,
30,RB,991409002,,
32,RB,991312893,,
22,RB,991362813,,
11,WR,991409003,,
11,WR,991338290,,
11,WR,991312894,,
13,WR,991409004,,
13,WR,991312895,,
13,WR,991338291,,
63,OL,991409005,,
63,OL,991338292,,
63,OL,991312896,,
75,OL,991312897,,
75,OL,991338293,,
75,OL,991409006,,
95,DL,991338294,,
95,DL,991312898,,
55,DL,991312899,,
55,DL,991338295,,
55,DL,991409007,,
9,WR,991409008,,
9,WR,991366626,,
9,WR,991327112,,
70,OL,991409009,,
70,OL,991338296,,
68,OL,991351532,,
68,OL,991312900,,
68,OL,991409010,,
7,LB,991312901,,
7,LB,991338297,,
7,LB,991409011,,
16,WR,991338298,,
16,DB,991312902,,
50,OL,991312903,,
50,OL,991338299,,
50,OL,991409012,,
64,DL,991409013,,
64,DL,991351315,,
86,TE,991338300,,
86,TE,991312904,,
19,P,991409014,,
19,P,991312905,,
19,P,991338301,,
53,DL,991362814,,
53,DL,991312906,,
53,DL,991409015,,
35,K,991358806,,
96,DL,991409016,,
96,DL,991338302,,
96,DL,991312907,,
85,TE,991312908,,
85,TE,991338303,,
88,TE,991409017,,
88,TE,991338304,,
88,TE,991312909,,
6,QB,991401020,,
23,RB,991312910,,
90,DL,991312911,,
90,DL,991338305,,
90,DL,991409018,,
24,DB,991409019,,
24,DB,991338306,,
24,DB,991312912,,
94,DL,991312913,,
94,DL,991338307,,
94,DL,991409020,,
23,RB,991409021,,
23,RB,991338308,,
31,RB,991312914,,
18,WR,991312915,,
81,TE,991374441,,
81,TE,991409022,,
57,DL,991409023,,
57,DL,991338310,,
57,DL,991312916,,
16,QB,991312917,,
97,DL,991389913,,
76,OL,991312918,,
89,TE,991312919,,
49,DL,991312920,,
43,TE,991312921,,
20,DB,991409024,,
20,DB,991312922,,
20,DB,991338312,,
34,DB,991312923,,
49,TE,991401021,,
77,OL,991409025,,
77,OL,991338313,,
77,OL,991312924,,
56,LB,991312925,,
56,LB,991338314,,
56,LB,991409026,,
33,DB,991409027,,
33,DB,991338315,,
33,DB,991312926,,
38,DB,991409028,,
38,DB,991327113,,
38,DB,991383495,,
27,DB,991409029,,
27,DB,991338316,,
27,DB,991312927,,
36,DB,991312928,,
36,DB,991338317,,
59,LB,991338318,,
59,LB,991312929,,
59,LB,991409030,,
60,DL,991312930,,
62,OL,991312931,,
62,OL,991362815,,
62,OL,991409031,,
40,DB,991312932,,
67,OL,991312933,,
67,OL,991338319,,
98,DL,991312934,,
48,TE,991312935,,
81,WR,991312936,,
34,DB,991405441,,
34,DB,991409032,,
84,WR,991405442,,
84,WR,991409033,,
0,WR,991409034,,
0,WR,991338320,,
22,WR,991312937,,
82,WR,991312938,,
82,WR,991383496,,
19,QB,991312939,,
80,WR,991409035,,
80,WR,991312940,,
83,WR,991312941,,
83,WR,991338321,,
99,DL,991409036,,
99,DL,991338322,,
99,DL,991312942,,
45,DL,991401022,,
45,DL,991409037,,
48,LB,991380413,,
48,LB,991312943,,
91,DL,991409038,,
91,DL,991312944,,
91,DL,991338323,,
71,OL,991338324,,
71,OL,991312945,,
71,OL,991409039,,
93,DL,991312946,,
93,DL,991338325,,
93,DL,991409040,,
35,RB,991312947,,
26,DB,991312948,,
72,OL,991312949,,
46,RB,991312950,,
37,DB,991409041,,
37,DB,991312951,,
37,DB,991405443,,
60,OL,991312952,,
46,DB,991312953,,
61,OL,991312954,,
69,DL,991327114,,
51,LB,991312956,,
41,K,991312957,,
96,DL,991363369,,
96,DL,991411138,,
20,DB,991338327,,
75,OL,991338328,,
75,OL,991309861,,
97,DL,991309862,,
97,DL,991338329,,
55,DL,991411139,,
55,DL,991338330,,
55,DL,991309863,,
77,OL,991354881,,
77,OL,991411140,,
90,DL,991338331,,
90,DL,991309864,,
90,DL,991411141,,
26,DB,991318347,,
15,K,991309865,,
15,K,991338332,,
15,K,991411142,,
74,OL,991309866,,
95,DL,991318348,,
95,DL,991338334,,
95,DL,991411143,,
68,OL,991318349,,
22,DB,991309867,,
33,RB,991309868,,
33,RB,991338335,,
33,RB,991411144,,
21,RB,991411145,,
21,RB,991338336,,
21,RB,991309869,,
13,WR,991309870,,
13,WR,991338337,,
13,WR,991411146,,
29,DB,991338338,,
29,DB,991309871,,
86,TE,991309872,,
86,TE,991338339,,
86,TE,991411147,,
84,WR,991411148,,
84,WR,991338340,,
84,WR,991309873,,
91,DL,991318350,,
91,DL,991338341,,
98,DL,991338342,,
98,DL,991309874,,
11,DB,991411149,,
11,DB,991309875,,
11,DB,991338343,,
17,WR,991338344,,
17,WR,991309876,,
17,WR,991411150,,
23,DB,991309877,,
71,OL,991309878,,
71,OL,991338346,,
71,OL,991411151,,
83,TE,991309879,,
43,RB,991309880,,
43,RB,991338347,,
15,WR,991326236,,
45,LB,991309881,,
45,LB,991338348,,
45,LB,991411152,,
42,K,991358710,,
37,DB,991309882,,
0,LB,991309883,,
0,LB,991338349,,
0,LB,991411153,,
14,WR,991309884,,
12,WR,991411154,,
12,WR,991309885,,
12,WR,991338350,,
88,TE,991411155,,
88,TE,991344019,,
88,TE,991305360,,
49,TE,991309886,,
26,RB,991309887,,
52,DL,991309888,,
52,DL,991338351,,
94,DL,991398520,,
90,DL,991309889,,
38,DB,991392719,,
49,LS,991326237,,
41,DB,991309890,,
41,DB,991354883,,
25,DB,991347738,,
27,DB,991309891,,
25,DB,991411156,,
58,DL,991411157,,
58,DL,991335907,,
94,DL,991309892,,
6,P,991411158,,
6,P,991309893,,
6,P,991338352,,
10,QB,991411159,,
10,QB,991338353,,
10,QB,991309894,,
9,TE,991309895,,
,TE,991318351,,
11,WR,991326238,,
72,DL,991411160,,
72,DL,991309896,,
72,DL,991338354,,
91,DL,991411161,,
91,DL,991333813,,
32,LB,991309897,,
16,QB,991309899,,
31,RB,991309900,,
7,QB,991309901,,
7,QB,991338356,,
7,QB,991411162,,
24,DB,991411163,,
24,DB,991338357,,
24,DB,991309902,,
48,LB,991411164,,
48,LB,991309903,,
48,LB,991338358,,
69,OL,991338359,,
69,OL,991309904,,
69,OL,991411165,,
5,DB,991411166,,
5,DB,991309905,,
5,DB,991338360,,
31,LB,991411167,,
31,LB,991333304,,
76,OL,991309906,,
78,OL,991309907,,
35,LB,991309908,,
35,LB,991338361,,
64,DL,991390122,,
64,DL,991309909,,
25,DB,991309910,,
42,DB,991411168,,
42,DB,991339219,,
51,DL,991338362,,
51,DL,991309911,,
51,DL,991411169,,
39,LB,991309912,,
39,LB,991338363,,
39,LB,991411170,,
54,OL,991338364,,
54,OL,991309913,,
54,OL,991411171,,
60,OL,991309914,,
60,OL,991338365,,
60,OL,991411172,,
32,DB,991337242,,
92,DL,991411173,,
92,DL,991338366,,
92,DL,991309915,,
19,WR,991309916,,
19,WR,991338367,,
19,WR,991411174,,
62,OL,991373731,,
70,OL,991338368,,
70,OL,991309917,,
70,OL,991411175,,
37,DB,991385581,,
72,OL,991309918,,
89,WR,991365693,,
2,DB,991411176,,
2,DB,991338369,,
2,DB,991309919,,
4,DB,991309920,,
4,DB,991338370,,
4,DB,991411177,,
57,OL,991338371,,
57,OL,991309921,,
57,OL,991411178,,
87,TE,991411179,,
87,TE,991309922,,
87,TE,991338372,,
26,RB,991392720,,
22,RB,991309923,,
26,RB,991411180,,
73,OL,991309924,,
63,OL,991354884,,
63,OL,991411181,,
50,DL,991390123,,
50,DL,991309925,,
56,LB,991411182,,
56,LB,991309926,,
56,LB,991338373,,
44,RB,991411183,,
44,RB,991338374,,
44,RB,991309927,,
89,WR,991309928,,
42,TE,991309929,,
14,WR,991411184,,
82,WR,991309930,,
14,WR,991338375,,
27,RB,991338376,,
27,RB,991309931,,
27,RB,991411185,,
85,WR,991309932,,
79,OL,991411186,,
79,OL,991309933,,
79,OL,991338377,,
23,DB,991411187,,
23,DB,991363370,,
34,DB,991309934,,
18,QB,991411188,,
18,QB,991309935,,
18,QB,991338378,,
81,WR,991338379,,
81,WR,991309936,,
81,WR,991411189,,
36,DB,991390124,,
36,DB,991411190,,
46,LB,991309937,,
30,DB,991309938,,
22,DB,991338380,,
53,DL,991309939,,
65,OL,991309940,,
40,LS,991309941,,
40,LS,991338381,,
40,LS,991411191,,
47,LB,991309942,,
34,DB,991377100,,
17,QB,991393857,,
26,RB,991354885,,
13,WR,991362432,,
13,WR,991304725,,
99,DL,991304726,,
99,DL,991335031,,
37,DB,991326742,,
4,DB,991335032,,
33,DB,991351319,,
46,LS,991304727,,
46,LS,991335033,,
81,TE,991335034,,
81,TE,991304728,,
96,DL,991385582,,
90,DL,991304729,,
90,DL,991335035,,
52,DL,991335036,,
52,DL,991304730,,
8,P,991304731,,
8,P,991335037,,
69,DL,991304732,,
23,DB,991304733,,
23,DB,991335038,,
56,OL,991335039,,
56,OL,991304734,,
72,OL,991304735,,
72,OL,991335040,,
94,DL,991335041,,
94,DL,991304736,,
44,LB,991304737,,
44,LB,991335042,,
38,DB,991343066,,
38,DB,991304738,,
7,DB,991304739,,
7,DB,991335043,,
39,DB,991385583,,
17,QB,991335044,,
17,QB,991304741,,
53,LB,991335899,,
34,DB,991304742,,
16,WR,991304743,,
16,WR,991335045,,
2,WR,991304744,,
28,RB,991335046,,
28,RB,991304745,,
11,WR,991304746,,
11,WR,991335047,,
49,TE,991406536,,
49,TE,991304747,,
36,RB,991304748,,
48,LB,991304749,,
54,LB,991304750,,
63,OL,991304751,,
63,OL,991335049,,
92,DL,991335050,,
92,DL,991304752,,
26,RB,991304753,,
51,DL,991304754,,
51,DL,991335051,,
0,DB,991335052,,
0,DB,991304755,,
59,LB,991333296,,
65,OL,991402683,,
59,LB,991304756,,
86,TE,991335054,,
86,TE,991304757,,
14,WR,991335055,,
